from_x,from_y,to_x,to_y,time_cost,direction_penalty,angle_penalty,lateral_penalty,total_cost
19,145,18,145,0.1000,1.0000,1.3066,2.9048,104.3113
19,145,20,145,0.1000,0.0000,0.6482,4.7191,5.4673
19,145,19,144,0.1000,1.0000,0.0799,0.4906,100.6704
19,145,19,146,0.1000,0.0000,1.9666,2.2820,4.3486
19,145,18,144,0.1414,1.0000,0.5869,4.2532,104.9815
19,145,18,146,0.1414,0.0000,1.8347,1.8806,3.8567
19,145,20,144,0.1414,1.0000,0.0591,3.2587,103.4592
19,145,20,146,0.1414,0.0000,1.5022,5.9404,7.5840
20,145,21,145,0.1000,0.0000,0.6084,8.4716,9.1801
20,145,20,144,0.6660,1.0000,0.0952,3.2587,104.0198
20,145,20,146,0.6660,0.0000,1.9666,5.9404,8.5730
20,145,19,144,1.0766,1.0000,0.6262,0.4906,102.1934
20,145,19,146,1.0766,0.0000,1.8647,2.2820,5.2234
20,145,21,144,0.6929,1.0000,0.0591,6.8788,107.6308
20,145,21,146,0.6929,0.0000,1.4563,9.8168,11.9660
19,146,18,146,0.6660,1.0000,1.2008,1.8806,103.7475
19,146,20,146,0.6660,0.0000,0.7436,5.9404,7.3500
19,146,19,147,0.1000,0.0000,1.9902,2.8490,4.9392
19,146,18,145,1.0766,1.0000,0.5437,2.9048,104.5251
19,146,18,147,0.6929,0.0000,1.7991,1.6579,4.1499
19,146,20,147,0.6929,0.0000,1.6012,6.7442,9.0384
18,146,17,146,0.4120,1.0000,1.2008,5.7690,107.3819
18,146,18,145,0.6402,1.0000,0.0482,2.9048,103.5931
18,146,18,147,0.4120,0.0000,1.9902,1.6579,4.0601
18,146,17,145,0.7920,1.0000,0.4978,6.7399,108.0297
18,146,17,147,0.1414,0.0000,1.7573,5.2417,7.1404
18,146,19,147,0.7920,0.0000,1.6012,2.8490,5.2422
20,146,21,146,0.4120,0.0000,0.6934,9.8168,10.9223
20,146,20,147,0.4120,0.0000,1.9902,6.7442,9.1464
20,146,19,147,0.7920,0.0000,1.7991,2.8490,5.4401
20,146,21,145,0.7920,1.0000,0.0725,8.4716,109.3361
18,147,17,147,0.4955,1.0000,1.0737,5.2417,106.8109
18,147,19,147,0.4955,0.0000,0.8601,2.8490,4.2046
18,147,18,148,0.1000,0.0000,2.0000,1.0940,3.1940
18,147,17,146,0.7247,1.0000,0.4493,5.7690,106.9431
18,147,17,148,0.6307,0.0000,1.7091,5.0171,7.3568
18,147,19,148,0.6307,0.0000,1.7052,3.0369,5.3727
19,147,20,147,0.4693,0.0000,0.8601,6.7442,8.0737
19,147,19,148,0.4693,0.0000,2.0000,3.0369,5.5062
19,147,18,148,0.7920,0.0000,1.7091,1.0940,3.5951
19,147,20,148,0.1414,0.0000,1.7052,7.0177,8.8643
19,147,20,147,0.4693,0.0000,0.8601,6.7442,8.0737
19,147,19,148,0.4693,0.0000,2.0000,3.0369,5.5062
19,147,18,148,0.7920,0.0000,1.7091,1.0940,3.5951
19,147,20,148,0.1414,0.0000,1.7052,7.0177,8.8643
18,147,17,147,0.4955,1.0000,1.0737,5.2417,106.8109
18,147,18,148,0.1000,0.0000,2.0000,1.0940,3.1940
18,147,17,146,0.7247,1.0000,0.4493,5.7690,106.9431
18,147,17,148,0.6307,0.0000,1.7091,5.0171,7.3568
18,147,19,148,0.6307,0.0000,1.7052,3.0369,5.3727
21,145,21,144,0.1000,1.0000,0.0952,6.8788,107.0739
21,145,21,146,0.1000,0.0000,1.9518,9.8168,11.8687
21,145,20,144,0.1414,1.0000,0.6612,3.2587,104.0613
18,148,17,148,0.1000,1.0000,1.0028,5.0171,106.1198
18,148,19,148,0.1000,0.0000,0.9972,3.0369,4.1341
18,148,18,149,0.1000,0.0000,1.9888,1.3297,3.4185
18,148,17,147,0.1414,1.0000,0.3469,5.2417,105.7301
18,148,17,149,0.1414,0.0000,1.5937,5.3274,7.0626
18,148,19,149,0.1414,0.0000,1.8047,2.6748,4.6209
20,147,20,148,0.4459,0.0000,2.0000,7.0177,9.4637
20,147,19,148,0.7375,0.0000,1.7091,3.0369,5.4834
20,147,21,146,0.7375,1.0000,0.1102,9.8168,110.6645
17,147,16,147,0.1000,1.0000,1.0737,9.1735,110.3472
17,147,17,146,0.1000,1.0000,0.0204,5.7690,105.8894
17,147,17,148,0.1000,0.0000,2.0000,5.0171,7.1171
17,147,16,146,0.1414,1.0000,0.4493,9.7482,110.3389
17,147,16,148,0.1414,0.0000,1.7091,9.0081,10.8585
19,148,20,148,0.4459,0.0000,0.9972,7.0177,8.4609
19,148,19,149,0.4459,0.0000,1.9888,2.6748,5.1096
19,148,18,149,0.7375,0.0000,1.5937,1.3297,3.6609
19,148,20,149,0.1414,0.0000,1.8492,6.6638,8.6544
18,149,17,149,0.1000,1.0000,0.8508,5.3274,106.2783
18,149,19,149,0.1000,0.0000,1.1492,2.6748,3.9240
18,149,18,150,0.1000,0.0000,1.9528,2.4169,4.4697
18,149,17,148,0.1414,1.0000,0.2948,5.0171,105.4533
18,149,17,150,0.1414,0.0000,1.5281,5.9938,7.6634
18,149,19,150,0.1414,0.0000,1.8884,1.7209,3.7507
19,149,20,149,0.4459,0.0000,1.2270,6.6638,8.3367
19,149,19,150,0.4459,0.0000,1.9528,1.7209,4.1197
19,149,18,150,0.7375,0.0000,1.4591,2.4169,4.6135
19,149,20,148,0.7375,1.0000,0.2909,7.0177,108.0462
19,149,20,150,0.1414,0.0000,1.9215,5.5451,7.6080
17,148,16,148,0.4459,1.0000,1.0028,9.0081,110.4568
17,148,17,149,0.4459,0.0000,1.9888,5.3274,7.7622
17,148,16,147,0.7375,1.0000,0.3469,9.1735,110.2580
17,148,16,149,0.1414,0.0000,1.5937,9.3271,11.0622
20,148,20,149,0.1000,0.0000,1.9739,6.6638,8.7377
19,150,18,150,0.5502,1.0000,0.6964,2.4169,103.6636
19,150,20,150,0.4459,0.0000,1.3771,5.5451,7.3681
19,150,19,151,0.4459,0.0000,1.8950,0.7415,3.0825
19,150,18,151,0.7375,0.0000,1.3883,3.4093,5.5351
19,150,20,149,0.7375,1.0000,0.4719,6.6638,107.8732
19,150,20,151,0.1414,0.0000,1.9687,3.9421,6.0522
17,149,16,149,0.4459,1.0000,0.8508,9.3271,110.6239
17,149,17,150,0.4459,0.0000,1.9739,5.9938,8.4137
17,149,16,148,0.7375,1.0000,0.2948,9.0081,110.0404
17,149,16,150,0.1414,0.0000,1.5281,9.8979,11.5674
17,149,18,150,0.7375,0.0000,1.8884,2.4169,5.0428
18,150,17,150,0.1000,1.0000,0.7730,5.9938,106.8668
18,150,18,151,0.1000,0.0000,1.9262,3.4093,5.4355
18,150,17,151,0.1414,0.0000,1.4591,7.2491,8.8496
18,150,19,151,0.1414,0.0000,1.9483,0.7415,2.8312
20,149,20,150,0.1000,0.0000,1.9262,5.5451,7.5713
20,149,21,150,0.1414,0.0000,1.9483,9.2336,11.3233
19,151,18,151,0.4955,1.0000,0.6229,3.4093,104.5277
19,151,20,151,0.4955,0.0000,1.5093,3.9421,5.9469
19,151,19,152,0.1000,0.0000,1.8606,1.7168,3.6773
19,151,18,152,0.6307,0.0000,1.3175,5.2196,7.1677
19,151,20,150,0.7247,1.0000,0.6117,5.5451,106.8815
19,151,20,152,0.6307,0.0000,1.9833,1.7386,4.3525
20,150,21,150,0.1000,0.0000,1.4460,9.2336,10.7796
20,150,20,151,0.1000,0.0000,1.8606,3.9421,5.9027
20,150,21,151,0.1414,0.0000,1.9833,7.2908,9.4155
16,148,16,147,0.1000,1.0000,0.0027,9.1735,109.2762
16,148,16,149,0.1000,0.0000,1.9888,9.3271,11.4159
17,150,16,150,0.4459,1.0000,0.7730,9.8979,111.1168
17,150,17,151,0.4459,0.0000,1.9528,7.2491,9.6479
17,150,16,149,0.7375,1.0000,0.1953,9.3271,110.2600
17,150,18,151,0.7375,0.0000,1.9215,3.4093,6.0683
20,151,21,151,0.1000,0.0000,1.5665,7.2908,8.9573
20,151,20,152,0.1000,0.0000,1.8241,1.7386,3.6627
20,151,19,152,0.1414,0.0000,1.2484,1.7168,3.1066
20,151,21,150,0.1414,1.0000,0.6825,9.2336,110.0575
20,151,21,152,0.1414,0.0000,1.9928,4.9354,7.0696
18,151,17,151,0.4693,1.0000,0.6964,7.2491,108.4149
18,151,18,152,0.4693,0.0000,1.8950,5.2196,7.5839
18,151,17,152,0.1414,0.0000,1.3175,8.7086,10.1675
18,151,19,152,0.7920,0.0000,1.9687,1.7168,4.4775
20,152,19,152,0.5502,1.0000,0.4907,1.7168,102.7577
20,152,21,152,0.4459,0.0000,1.6173,4.9354,6.9986
20,152,20,153,0.4459,0.0000,1.7494,1.2224,3.4178
20,152,19,153,0.7375,0.0000,1.1198,4.0325,5.8898
20,152,21,151,0.7375,1.0000,0.8178,7.2908,108.8462
20,152,21,153,0.1414,0.0000,2.0000,2.2785,4.4199
19,152,18,152,0.1000,1.0000,0.5540,5.2196,105.8736
19,152,19,153,0.1000,0.0000,1.7867,4.0325,5.9193
19,152,18,153,0.1414,0.0000,1.1822,7.2119,8.5355
19,152,20,153,0.1414,0.0000,1.9981,1.2224,3.3619
16,149,16,150,0.1000,0.0000,1.9739,9.8979,11.9717
20,153,19,153,0.5502,1.0000,0.3827,4.0325,104.9655
20,153,21,153,0.4459,0.0000,1.7014,2.2785,4.4258
20,153,20,154,0.4459,0.0000,1.7128,3.4580,5.6168
20,153,19,154,0.7375,0.0000,1.0617,6.4148,8.2140
20,153,21,152,0.7375,1.0000,0.8802,4.9354,106.5531
20,153,21,154,0.1414,0.0000,1.9992,0.6420,2.7826
20,153,19,153,0.5502,1.0000,0.3827,4.0325,104.9655
20,153,21,153,0.4459,0.0000,1.7014,2.2785,4.4258
20,153,20,154,0.4459,0.0000,1.7128,3.4580,5.6168
20,153,19,154,0.7375,0.0000,1.0617,6.4148,8.2140
20,153,21,152,0.7375,1.0000,0.8802,4.9354,106.5531
20,153,21,154,0.1414,0.0000,1.9992,0.6420,2.7826
17,151,17,152,0.4459,0.0000,1.8950,8.7086,11.0496
17,151,16,150,0.7375,1.0000,0.1508,9.8979,110.7862
17,151,18,152,0.7375,0.0000,1.9483,5.2196,7.9054
21,153,22,153,0.1000,0.0000,1.7355,5.0212,6.8567
21,153,21,152,0.1000,1.0000,0.2133,4.9354,105.2486
21,153,21,154,0.1000,0.0000,1.6775,0.6420,2.4195
21,153,20,154,0.1414,0.0000,1.0081,3.4580,4.6075
21,153,22,152,0.1414,1.0000,0.9919,7.9010,109.0343
21,153,22,154,0.1414,0.0000,1.9963,2.1445,4.2822
18,152,17,152,0.4459,1.0000,0.5540,8.7086,109.7086
18,152,18,153,0.4459,0.0000,1.8241,7.2119,9.4820
18,152,19,153,0.7375,0.0000,1.9928,4.0325,6.7629
21,152,22,152,0.1000,0.0000,1.7014,7.9010,9.7023
21,152,21,151,0.1000,1.0000,0.1759,7.2908,107.5667
21,152,22,153,0.1414,0.0000,1.9992,5.0212,7.1618
21,150,21,151,0.1000,0.0000,1.8241,7.2908,9.2149
21,151,22,152,0.1414,0.0000,2.0000,7.9010,10.0424
21,154,20,154,0.1000,1.0000,0.2986,3.4580,103.8567
21,154,22,154,0.1000,0.0000,1.7652,2.1445,4.0097
21,154,21,155,0.1000,0.0000,1.6438,3.6665,5.4103
21,154,20,155,0.1414,0.0000,0.9590,6.2938,7.3942
21,154,22,153,0.1414,1.0000,1.0410,5.0212,106.2036
21,154,22,155,0.1414,0.0000,1.9919,1.5809,3.7142
19,153,18,153,0.1000,1.0000,0.4335,7.2119,107.7455
19,153,19,154,0.1000,0.0000,1.7494,6.4148,8.2642
19,153,18,154,0.1414,0.0000,1.1198,9.4998,10.7610
19,153,20,154,0.1414,0.0000,2.0000,3.4580,5.5994
19,153,18,153,0.1000,1.0000,0.4335,7.2119,107.7455
19,153,19,154,0.1000,0.0000,1.7494,6.4148,8.2642
19,153,18,154,0.1414,0.0000,1.1198,9.4998,10.7610
19,153,20,154,0.1414,0.0000,2.0000,3.4580,5.5994
22,154,23,154,0.1000,0.0000,1.8135,4.4265,6.3400
22,154,22,153,0.1000,1.0000,0.3225,5.0212,105.4437
22,154,22,155,0.1000,0.0000,1.6118,1.5809,3.2926
22,154,21,155,0.1414,0.0000,0.9141,3.6665,4.7220
22,154,23,153,0.1414,1.0000,1.1268,7.6354,108.9036
22,154,23,155,0.1414,0.0000,1.9802,1.1551,3.2767
22,155,21,155,0.1000,1.0000,0.2348,3.6665,104.0013
22,155,23,155,0.1000,0.0000,1.8331,1.1551,3.0882
22,155,22,156,0.1000,0.0000,1.5815,4.5473,6.2289
22,155,21,156,0.1414,0.0000,0.8732,6.7892,7.8038
22,155,23,154,0.1414,1.0000,1.1640,4.4265,105.7320
22,155,23,156,0.1414,0.0000,1.9734,2.2607,4.3756
20,154,19,154,0.4955,1.0000,0.3379,6.4148,107.2482
20,154,20,155,0.1000,0.0000,1.6775,6.2938,8.0713
20,154,19,155,0.6307,0.0000,1.0081,9.0953,10.7340
20,154,21,155,0.6307,0.0000,1.9963,3.6665,6.2935
18,153,18,154,0.4459,0.0000,1.7867,9.4998,11.7324
18,153,17,152,0.7375,1.0000,0.0517,8.7086,109.4979
18,153,19,154,0.7375,0.0000,1.9981,6.4148,9.1504
22,153,23,153,0.1000,0.0000,1.7911,7.6354,9.5265
22,153,22,152,0.4955,1.0000,0.2872,7.9010,108.6837
22,153,23,154,0.6307,0.0000,1.9865,4.4265,7.0436
23,155,24,155,0.1000,0.0000,1.8502,3.4036,5.3538
23,155,23,154,0.1000,1.0000,0.4185,4.4265,104.9450
23,155,23,156,0.1000,0.0000,1.5265,2.2607,3.8872
23,155,22,156,0.1414,0.0000,0.8360,4.5473,5.5247
23,155,24,154,0.1414,1.0000,1.1980,6.7316,108.0710
23,155,24,156,0.1414,0.0000,1.9664,0.7609,2.8687
21,155,20,155,0.4955,1.0000,0.2645,6.2938,107.0538
21,155,21,156,0.1000,0.0000,1.6118,6.7892,8.5009
21,155,20,156,0.6307,0.0000,0.9141,9.2891,10.8339
21,155,22,156,0.6307,0.0000,1.9865,4.5473,7.1645
19,154,18,154,0.4693,1.0000,0.3827,9.4998,110.3518
19,154,19,155,0.4693,0.0000,1.7128,9.0953,11.2774
19,154,20,155,0.7920,0.0000,1.9992,6.2938,9.0850
23,156,22,156,0.1000,1.0000,0.1865,4.5473,104.8338
23,156,24,156,0.1000,0.0000,1.8652,0.7609,2.7261
23,156,23,157,0.1000,0.0000,1.5015,5.6899,7.2913
23,156,22,157,0.1414,0.0000,0.8020,7.7944,8.7379
23,156,24,155,0.1414,1.0000,1.2289,3.4036,104.7739
23,156,24,157,0.1414,0.0000,1.9591,3.6997,5.8002
23,154,24,154,0.1000,0.0000,1.8331,6.7316,8.6647
23,154,23,153,0.4955,1.0000,0.3882,7.6354,108.5192
23,154,24,153,0.6307,1.0000,1.1640,10.0123,111.8070
23,154,24,155,0.6307,0.0000,1.9734,3.4036,6.0077
22,152,23,153,0.6307,0.0000,1.9919,7.6354,10.2580
24,156,25,156,0.1000,0.0000,1.8900,1.7428,3.7328
24,156,24,155,0.1000,1.0000,0.4735,3.4036,103.9771
24,156,24,157,0.1000,0.0000,1.4780,3.6997,5.2777
24,156,23,157,0.1414,0.0000,0.7428,5.6899,6.5741
24,156,25,155,0.1414,1.0000,1.2831,5.2580,106.6825
24,156,25,157,0.1414,0.0000,1.9444,1.9975,4.0833
20,155,19,155,0.4693,1.0000,0.2986,9.0953,109.8633
20,155,20,156,0.4693,0.0000,1.6438,9.2891,11.4022
20,155,21,156,0.7920,0.0000,1.9919,6.7892,9.5731
24,155,25,155,0.1000,0.0000,1.8784,5.2580,7.2363
24,155,24,154,0.4955,1.0000,0.4469,6.7316,107.6740
24,155,25,154,0.6307,1.0000,1.2572,8.7511,110.6390
24,155,25,156,0.6307,0.0000,1.9518,1.7428,4.3252
22,156,21,156,0.4955,1.0000,0.2089,6.7892,107.4936
22,156,22,157,0.1000,0.0000,1.5531,7.7944,9.4476
22,156,23,157,0.6307,0.0000,1.9664,5.6899,8.2869
25,156,26,156,0.1000,0.0000,1.9003,3.6642,5.6645
25,156,25,155,0.4955,1.0000,0.5220,5.2580,106.2755
25,156,25,157,0.4955,0.0000,1.4354,1.9975,3.9284
25,156,24,157,0.7247,0.0000,0.7169,3.6997,5.1413
25,156,26,155,0.6307,1.0000,1.3287,7.1257,109.0851
25,156,26,157,0.6307,0.0000,1.9372,0.5770,3.1448
25,157,24,157,0.1000,1.0000,0.1216,3.6997,103.9213
25,157,26,157,0.1000,0.0000,1.9094,0.5770,2.5864
25,157,25,158,0.1000,0.0000,1.4354,5.5353,7.0707
25,157,24,158,0.1414,0.0000,0.6931,7.2234,8.0579
25,157,26,156,0.1414,1.0000,1.3287,3.6642,105.1343
25,157,26,158,0.1414,0.0000,1.9300,3.8030,5.8744
21,156,20,156,0.4693,1.0000,0.2348,9.2891,109.9932
21,156,22,157,0.7920,0.0000,1.9802,7.7944,10.5667
18,154,19,155,0.7375,0.0000,2.0000,9.0953,11.8328
24,157,23,157,0.1000,1.0000,0.1348,5.6899,105.9247
24,157,24,158,0.1000,0.0000,1.4560,7.2234,8.7794
24,157,23,158,0.1414,0.0000,0.7169,9.1897,10.0480
24,157,25,158,0.1414,0.0000,1.9444,5.5353,7.6212
23,153,24,153,0.1000,0.0000,1.8135,10.0123,11.9258
23,153,24,154,0.1414,0.0000,1.9802,6.7316,8.8532
26,157,27,157,0.1000,0.0000,1.9248,1.4759,3.5007
26,157,26,156,0.4955,1.0000,0.5646,3.6642,104.7243
26,157,26,158,0.4955,0.0000,1.3977,3.8030,5.6962
26,157,25,158,0.7247,0.0000,0.6713,5.5353,6.9313
26,157,27,156,0.6307,1.0000,1.3675,5.1426,107.1409
26,157,27,158,0.6307,0.0000,1.9161,2.5086,5.0554
26,157,27,157,0.1000,0.0000,1.9248,1.4759,3.5007
26,157,26,156,0.4955,1.0000,0.5646,3.6642,104.7243
26,157,26,158,0.4955,0.0000,1.3977,3.8030,5.6962
26,157,25,158,0.7247,0.0000,0.6713,5.5353,6.9313
26,157,27,156,0.6307,1.0000,1.3675,5.1426,107.1409
26,157,27,158,0.6307,0.0000,1.9161,2.5086,5.0554
23,157,22,157,0.4955,1.0000,0.1669,7.7944,108.4569
23,157,23,158,0.1000,0.0000,1.4780,9.1897,10.7677
23,157,24,158,0.6307,0.0000,1.9518,7.2234,9.8058
24,154,25,154,0.1000,0.0000,1.8652,8.7511,10.7163
24,154,24,153,0.1000,1.0000,0.4185,10.0123,110.5307
24,154,25,155,0.1414,0.0000,1.9591,5.2580,7.3585
26,156,27,156,0.1000,0.0000,1.9175,5.1426,7.1602
26,156,26,155,0.1000,1.0000,0.5646,7.1257,107.7904
26,156,25,155,0.1414,1.0000,0.0409,5.2580,105.4403
26,156,27,155,0.1414,1.0000,1.3489,8.8397,110.3300
26,156,27,157,0.1414,0.0000,1.9230,1.4759,3.5403
19,155,20,156,0.7375,0.0000,1.9963,9.2891,12.0229
27,157,28,157,0.1000,0.0000,1.9371,3.1118,5.1489
27,157,27,156,0.1000,1.0000,0.6023,5.1426,105.8449
27,157,27,158,0.1000,0.0000,1.3643,2.5086,3.9729
27,157,26,158,0.1414,0.0000,0.6325,3.8030,4.5769
27,157,28,156,0.1414,1.0000,1.4009,6.6580,108.2003
27,157,28,158,0.1414,0.0000,1.9094,0.8888,2.9397
25,155,26,155,0.1000,0.0000,1.9003,7.1257,9.1260
25,155,25,154,0.1000,1.0000,0.4985,8.7511,109.3497
26,158,25,158,0.1000,1.0000,0.0997,5.5353,105.7351
26,158,27,158,0.1000,0.0000,1.9313,2.5086,4.5399
26,158,26,159,0.1000,0.0000,1.3806,7.5367,9.0172
26,158,25,159,0.1414,0.0000,0.6511,9.0844,9.8769
26,158,27,159,0.1414,0.0000,1.9161,5.9916,8.0491
22,157,23,158,0.7920,0.0000,1.9591,9.1897,11.9408
27,158,28,158,0.4459,0.0000,1.9371,0.8888,3.2719
27,158,27,159,0.4459,0.0000,1.3643,5.9916,7.8019
27,158,26,159,0.7375,0.0000,0.6152,7.5367,8.8894
27,158,28,157,0.7375,1.0000,1.4158,3.1118,105.2651
27,158,28,159,0.1414,0.0000,1.9029,4.6212,6.6656
28,158,29,158,0.4459,0.0000,1.9471,0.6895,3.0826
28,158,28,157,0.5502,1.0000,0.6510,3.1118,104.3130
28,158,28,159,0.4459,0.0000,1.3346,4.6212,6.4018
28,158,27,159,0.7375,0.0000,0.5991,5.9916,7.3282
28,158,29,157,0.7375,1.0000,1.4298,4.3236,106.4909
28,158,29,159,0.1414,0.0000,1.8966,3.3740,5.4120
25,158,24,158,0.4955,1.0000,0.1100,7.2234,107.8289
25,158,25,159,0.1000,0.0000,1.4160,9.0844,10.6004
25,158,26,159,0.6307,0.0000,1.9230,7.5367,10.0904
28,157,29,157,0.1000,0.0000,1.9424,4.3236,6.3660
28,157,28,156,0.1000,1.0000,0.6357,6.6580,107.3936
28,157,27,156,0.1414,1.0000,0.0700,5.1426,105.3541
28,157,29,156,0.1414,1.0000,1.4298,8.1126,109.6838
28,157,29,158,0.1414,0.0000,1.8966,0.6895,2.7275
29,158,30,158,0.1000,0.0000,1.9514,2.0740,4.1254
29,158,29,157,0.4955,1.0000,0.6654,4.3236,105.4846
29,158,29,159,0.4955,0.0000,1.3209,3.3740,5.1903
29,158,28,159,0.7247,0.0000,0.5702,4.6212,5.9162
29,158,30,157,0.6307,1.0000,1.4551,5.5786,107.6644
29,158,30,159,0.6307,0.0000,1.8845,2.0501,4.5653
24,158,23,158,0.4693,1.0000,0.1216,9.1897,109.7807
24,158,25,159,0.7920,0.0000,1.9372,9.0844,11.8136
27,156,28,156,0.1000,0.0000,1.9313,6.6580,8.6893
27,156,27,155,0.1000,1.0000,0.5840,8.8397,109.5237
27,156,26,155,0.1414,1.0000,0.0556,7.1257,107.3227
29,159,28,159,0.1000,1.0000,0.0576,4.6212,104.7789
29,159,30,159,0.1000,0.0000,1.9553,2.0501,4.1055
29,159,29,160,0.1000,0.0000,1.3078,7.0770,8.4848
29,159,28,160,0.1414,0.0000,0.5702,8.3806,9.0923
29,159,30,158,0.1414,1.0000,1.4551,2.0740,103.6705
29,159,30,160,0.1414,0.0000,1.8787,5.9856,8.0057
24,153,25,154,0.1414,0.0000,1.9664,8.7511,10.8589
30,158,31,158,0.1000,0.0000,1.9589,2.9621,5.0210
30,158,30,157,0.1000,1.0000,0.6922,5.5786,106.3708
30,158,30,159,0.1000,0.0000,1.2955,2.0501,3.4456
30,158,29,157,0.1414,1.0000,0.0971,4.3236,104.5621
30,158,31,157,0.1414,1.0000,1.4774,6.8093,108.4282
30,158,31,159,0.1414,0.0000,1.8731,1.1757,3.1902
26,155,27,155,0.1000,0.0000,1.9094,8.8397,10.8490
26,155,25,154,0.1414,1.0000,0.0336,8.7511,108.9262
28,159,27,159,0.1000,1.0000,0.0687,5.9916,106.1603
28,159,28,160,0.1000,0.0000,1.3346,8.3806,9.8152
28,159,27,160,0.1414,0.0000,0.5842,9.7356,10.4612
28,159,29,160,0.1414,0.0000,1.8904,7.0770,9.1089
27,159,26,159,0.1000,1.0000,0.0752,7.5367,107.7119
27,159,27,160,0.1000,0.0000,1.3490,9.7356,11.1846
27,159,28,160,0.1414,0.0000,1.9029,8.3806,10.4250
30,159,31,159,0.4459,0.0000,1.9621,1.1757,3.5838
30,159,30,160,0.4459,0.0000,1.2837,5.9856,7.7152
30,159,29,160,0.7375,0.0000,0.5449,7.0770,8.3594
30,159,31,158,0.7375,1.0000,1.4774,2.9621,105.1770
30,159,31,160,0.1414,0.0000,1.8731,4.7667,6.7812
29,157,30,157,0.1000,0.0000,1.9514,5.5786,7.6300
29,157,29,156,0.1000,1.0000,0.6654,8.1126,108.8781
29,157,28,156,0.1414,1.0000,0.0839,6.6580,106.8833
29,157,30,156,0.1414,1.0000,1.4428,9.4095,110.9937
26,159,25,159,0.4955,1.0000,0.0906,9.0844,109.6705
26,159,27,160,0.6307,0.0000,1.9094,9.7356,12.2757
31,159,32,159,0.4459,0.0000,1.9651,0.8390,3.2500
31,159,31,158,0.5502,1.0000,0.7163,2.9621,104.2286
31,159,31,160,0.4459,0.0000,1.2725,4.7667,6.4852
31,159,30,160,0.7375,0.0000,0.5226,5.9856,7.2457
31,159,32,158,0.7375,1.0000,1.4973,4.0290,106.2638
31,159,32,160,0.1414,0.0000,1.8623,3.7325,5.7362
31,158,32,158,0.1000,0.0000,1.9651,4.0290,6.0941
31,158,31,157,0.1000,1.0000,0.7163,6.8093,107.6256
31,158,30,157,0.1414,1.0000,0.1096,5.5786,105.8296
31,158,32,157,0.1414,1.0000,1.4876,7.9348,109.5638
31,158,32,159,0.1414,0.0000,1.8676,0.8390,2.8480
28,156,29,156,0.1000,0.0000,1.9424,8.1126,10.1550
28,156,27,155,0.1414,1.0000,0.0628,8.8397,109.0439
32,159,33,159,0.1000,0.0000,1.9703,1.1691,3.2394
32,159,32,158,0.4955,1.0000,0.7381,4.0290,105.2627
32,159,32,160,0.4955,0.0000,1.2516,3.7325,5.4797
32,159,31,160,0.7247,0.0000,0.5124,4.7667,6.0038
32,159,33,158,0.6307,1.0000,1.5151,5.1059,107.2517
32,159,33,160,0.6307,0.0000,1.8571,2.9433,5.4311
30,160,29,160,0.1000,1.0000,0.0486,7.0770,107.2255
30,160,31,160,0.1000,0.0000,1.9621,4.7667,6.8289
30,160,30,161,0.1000,0.0000,1.2837,9.7074,11.0912
30,160,31,161,0.1414,0.0000,1.8676,8.6574,10.6664
31,160,32,160,0.1000,0.0000,1.9678,3.7325,5.8003
31,160,31,161,0.1000,0.0000,1.2619,8.6574,10.0192
31,160,30,161,0.1414,0.0000,0.5226,9.7074,10.3714
31,160,32,161,0.1414,0.0000,1.8623,7.5976,9.6013
33,159,34,159,0.1000,0.0000,1.9747,2.1477,4.2224
33,159,33,158,0.1000,1.0000,0.7581,5.1059,105.9640
33,159,33,160,0.1000,0.0000,1.2419,2.9433,4.2852
33,159,32,158,0.1414,1.0000,0.1324,4.0290,104.3029
33,159,32,160,0.1414,0.0000,0.4936,3.7325,4.3675
33,159,34,158,0.1414,1.0000,1.5233,6.0484,107.7131
33,159,34,160,0.1414,0.0000,1.8473,1.8523,3.8410
30,157,31,157,0.1000,0.0000,1.9589,6.8093,8.8682
30,157,30,156,0.1000,1.0000,0.6791,9.4095,110.1886
30,157,29,156,0.1414,1.0000,0.0971,8.1126,108.3511
32,160,33,160,0.1000,0.0000,1.9703,2.9433,5.0136
32,160,32,161,0.1000,0.0000,1.2516,7.5976,8.9493
32,160,31,161,0.1414,0.0000,0.5027,8.6574,9.3015
32,160,33,161,0.1414,0.0000,1.8522,6.6171,8.6107
29,160,28,160,0.4955,1.0000,0.0576,8.3806,108.9338
29,160,30,161,0.6307,0.0000,1.8787,9.7074,12.2168
32,158,33,158,0.1000,0.0000,1.9703,5.1059,7.1762
32,158,32,157,0.1000,1.0000,0.7275,7.9348,108.7622
32,158,31,157,0.1414,1.0000,0.1213,6.8093,107.0721
32,158,33,157,0.1414,1.0000,1.5064,8.9239,110.5718
28,160,27,160,0.4693,1.0000,0.0629,9.7356,110.2678
33,160,34,160,0.4459,0.0000,1.9747,1.8523,4.2729
33,160,33,161,0.4459,0.0000,1.2325,6.6171,8.2956
33,160,32,161,0.7375,0.0000,0.4936,7.5976,8.8287
33,160,34,159,0.7375,0.0000,1.5311,2.1477,4.4163
33,160,34,161,0.1414,0.0000,1.8426,5.7971,7.7811
34,159,35,159,0.1000,0.0000,1.9784,3.1600,5.2384
34,159,34,158,0.1000,1.0000,0.7675,6.0484,106.9158
34,159,34,160,0.1000,0.0000,1.2236,1.8523,3.1759
